TAGNAME,TAGVALUE,DATATYPE,TS
ns=2;s=Pressure,102.16,Float,2026-01-01T10:04:36Z
ns=2;s=Flow,14.45,Float,2026-01-01T10:04:36Z
ns=2;s=Temperature,21.47,Float,2026-01-01T10:04:37Z
ns=2;s=Pressure,102.18,Float,2026-01-01T10:04:37Z
ns=2;s=Flow,14.47,Float,2026-01-01T10:04:37Z
ns=2;s=Temperature,21.44,Float,2026-01-01T10:04:38Z
ns=2;s=Pressure,102.2,Float,2026-01-01T10:04:38Z
ns=2;s=Flow,14.48,Float,2026-01-01T10:04:38Z
ns=2;s=Temperature,21.4,Float,2026-01-01T10:04:39Z
ns=2;s=Pressure,102.21,Float,2026-01-01T10:04:39Z
ns=2;s=Flow,14.5,Float,2026-01-01T10:04:39Z
ns=2;s=Temperature,21.37,Float,2026-01-01T10:04:40Z
ns=2;s=Pressure,102.22,Float,2026-01-01T10:04:40Z
ns=2;s=Flow,14.51,Float,2026-01-01T10:04:40Z
ns=2;s=Temperature,21.34,Float,2026-01-01T10:04:41Z
ns=2;s=Pressure,102.23,Float,2026-01-01T10:04:41Z
ns=2;s=Flow,14.53,Float,2026-01-01T10:04:41Z
ns=2;s=Temperature,21.31,Float,2026-01-01T10:04:42Z
ns=2;s=Pressure,102.24,Float,2026-01-01T10:04:42Z
ns=2;s=Flow,14.54,Float,2026-01-01T10:04:42Z
ns=2;s=Temperature,21.27,Float,2026-01-01T10:04:43Z
ns=2;s=Pressure,102.24,Float,2026-01-01T10:04:43Z
ns=2;s=Flow,14.55,Float,2026-01-01T10:04:43Z
ns=2;s=Temperature,21.24,Float,2026-01-01T10:04:44Z
ns=2;s=Pressure,102.25,Float,2026-01-01T10:04:44Z
ns=2;s=Flow,14.56,Float,2026-01-01T10:04:44Z
ns=2;s=Temperature,21.21,Float,2026-01-01T10:04:45Z
ns=2;s=Pressure,102.24,Float,2026-01-01T10:04:45Z
ns=2;s=Flow,14.58,Float,2026-01-01T10:04:45Z
ns=2;s=Temperature,21.18,Float,2026-01-01T10:04:46Z
ns=2;s=Pressure,102.24,Float,2026-01-01T10:04:46Z
ns=2;s=Flow,14.59,Float,2026-01-01T10:04:46Z
ns=2;s=Temperature,21.15,Float,2026-01-01T10:04:47Z
ns=2;s=Pressure,102.23,Float,2026-01-01T10:04:47Z
ns=2;s=Flow,14.6,Float,2026-01-01T10:04:47Z
ns=2;s=Temperature,21.11,Float,2026-01-01T10:04:48Z
ns=2;s=Pressure,102.23,Float,2026-01-01T10:04:48Z
ns=2;s=Flow,14.6,Float,2026-01-01T10:04:48Z
ns=2;s=Temperature,21.08,Float,2026-01-01T10:04:49Z
ns=2;s=Pressure,102.21,Float,2026-01-01T10:04:49Z
ns=2;s=Flow,14.61,Float,2026-01-01T10:04:49Z
ns=2;s=Temperature,21.05,Float,2026-01-01T10:04:50Z
ns=2;s=Pressure,102.2,Float,2026-01-01T10:04:50Z
ns=2;s=Flow,14.62,Float,2026-01-01T10:04:50Z
ns=2;s=Temperature,21.02,Float,2026-01-01T10:04:51Z
ns=2;s=Pressure,102.18,Float,2026-01-01T10:04:51Z
ns=2;s=Flow,14.63,Float,2026-01-01T10:04:51Z
ns=2;s=Temperature,20.99,Float,2026-01-01T10:04:52Z
ns=2;s=Pressure,102.17,Float,2026-01-01T10:04:52Z
ns=2;s=Flow,14.63,Float,2026-01-01T10:04:52Z
ns=2;s=Temperature,20.96,Float,2026-01-01T10:04:53Z
ns=2;s=Pressure,102.14,Float,2026-01-01T10:04:53Z
ns=2;s=Flow,14.64,Float,2026-01-01T10:04:53Z
ns=2;s=Temperature,20.93,Float,2026-01-01T10:04:54Z
ns=2;s=Pressure,102.12,Float,2026-01-01T10:04:54Z
ns=2;s=Flow,14.64,Float,2026-01-01T10:04:54Z
ns=2;s=Temperature,20.9,Float,2026-01-01T10:04:55Z
ns=2;s=Pressure,102.1,Float,2026-01-01T10:04:55Z
ns=2;s=Flow,14.65,Float,2026-01-01T10:04:55Z
ns=2;s=Temperature,20.87,Float,2026-01-01T10:04:56Z
ns=2;s=Pressure,102.07,Float,2026-01-01T10:04:56Z
ns=2;s=Flow,14.65,Float,2026-01-01T10:04:56Z
ns=2;s=Temperature,20.84,Float,2026-01-01T10:04:57Z
ns=2;s=Pressure,102.04,Float,2026-01-01T10:04:57Z
ns=2;s=Flow,14.66,Float,2026-01-01T10:04:57Z
ns=2;s=Temperature,20.81,Float,2026-01-01T10:04:58Z
ns=2;s=Pressure,102.01,Float,2026-01-01T10:04:58Z
ns=2;s=Flow,14.66,Float,2026-01-01T10:04:58Z
ns=2;s=Temperature,20.78,Float,2026-01-01T10:04:59Z
ns=2;s=Pressure,101.97,Float,2026-01-01T10:04:59Z
ns=2;s=Flow,14.66,Float,2026-01-01T10:04:59Z
